Predictor variable,Categorical,Sample average
CHELSA_bio13_1981-2010_V.2.1,false,69.38571439470563
CHELSA_bio14_1981-2010_V.2.1,false,6.257142714091714
CHELSA_bio5_1981-2010_V.2.1,false,19.135714667184022
CHELSA_bio7_1981-2010_V.2.1,false,50.30000032697406
CHELSA_bio9_1981-2010_V.2.1,false,-20.35000024523053
CHELSA_cmi_range_1981-2010_V.2.1,false,93.8142852783203
CHELSA_gsl_1981-2010_V.2.1,false,76.28571428571429
CHELSA_hurs_range_1981-2010_V.2.1,false,24.1485711506435
wc2.1_30s_elev,false,506.42857142857144
