Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,CHELSA_bio13_1981-2010_V.2.1 contribution,CHELSA_bio14_1981-2010_V.2.1 contribution,CHELSA_bio4_1981-2010_V.2.1 contribution,CHELSA_bio5_1981-2010_V.2.1 contribution,CHELSA_bio9_1981-2010_V.2.1 contribution,CHELSA_cmi_range_1981-2010_V.2.1 contribution,CHELSA_gsl_1981-2010_V.2.1 contribution,CHELSA_hurs_range_1981-2010_V.2.1 contribution,wc2.1_30s_elev contribution,CHELSA_bio13_1981-2010_V.2.1 permutation importance,CHELSA_bio14_1981-2010_V.2.1 permutation importance,CHELSA_bio4_1981-2010_V.2.1 permutation importance,CHELSA_bio5_1981-2010_V.2.1 permutation importance,CHELSA_bio9_1981-2010_V.2.1 permutation importance,CHELSA_cmi_range_1981-2010_V.2.1 permutation importance,CHELSA_gsl_1981-2010_V.2.1 permutation importance,CHELSA_hurs_range_1981-2010_V.2.1 permutation importance,wc2.1_30s_elev permutation importance,Training gain without CHELSA_bio13_1981-2010_V.2.1,Training gain without CHELSA_bio14_1981-2010_V.2.1,Training gain without CHELSA_bio4_1981-2010_V.2.1,Training gain without CHELSA_bio5_1981-2010_V.2.1,Training gain without CHELSA_bio9_1981-2010_V.2.1,Training gain without CHELSA_cmi_range_1981-2010_V.2.1,Training gain without CHELSA_gsl_1981-2010_V.2.1,Training gain without CHELSA_hurs_range_1981-2010_V.2.1,Training gain without wc2.1_30s_elev,Training gain with only CHELSA_bio13_1981-2010_V.2.1,Training gain with only CHELSA_bio14_1981-2010_V.2.1,Training gain with only CHELSA_bio4_1981-2010_V.2.1,Training gain with only CHELSA_bio5_1981-2010_V.2.1,Training gain with only CHELSA_bio9_1981-2010_V.2.1,Training gain with only CHELSA_cmi_range_1981-2010_V.2.1,Training gain with only CHELSA_gsl_1981-2010_V.2.1,Training gain with only CHELSA_hurs_range_1981-2010_V.2.1,Training gain with only wc2.1_30s_elev,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
species,87,4.2101,4.3254,320,0.9942,7531,0.0000,0.0360,0.2492,0.0612,43.1878,0.5320,52.6348,3.2273,0.0717,0.0000,0.0000,0.0083,0.0000,99.9917,0.0000,0.0000,0.0000,0.0000,4.2101,4.2075,4.2034,4.2085,4.1826,4.2101,4.2063,4.2101,4.2098,2.9673,1.3041,3.9150,3.6205,4.1912,2.0498,4.1378,2.4734,1.0155,4.7167,0.0085,1.0000,0.0007,0.2369,0.0000,5.0000,0.2784,0.0109,0.0575,10.0000,0.6161,0.0098,0.1494,4.0567,0.0617,0.0114,0.0000,6.7691,0.4898,0.0105,0.0920,4.1819,0.1306,0.0114,0.0115,4.0567,0.0617,0.0114,0.0000,3.0509,0.0059,0.0285,0.0000,3.7731,0.0098,0.0147,0.0000
